measure,location,sampleDate,unit,value,id
Lead,Kannika,12-Feb-11,ug/l,1.4,32891
Lead,Kannika,12-Feb-15,ug/l,2.36666666666667,33152
Lead,Kannika,12-Jun-04,ug/l,6.417,32307
Lead,Kannika,12-Jun-09,ug/l,2,32736
Lead,Kannika,12-Jun-14,ug/l,2.76666666666667,33104
Lead,Kannika,12-Mar-10,ug/l,1.46666666666667,32789
Lead,Kannika,12-Mar-15,ug/l,1.29,33156
Lead,Kannika,12-May-11,ug/l,1.56666666666667,32917
Lead,Kannika,12-Nov-04,ug/l,1.28633333333333,32354
Lead,Kannika,12-Oct-02,ug/l,3.92666666666667,32156
Lead,Kannika,12-Oct-06,ug/l,9.35466666666667,32554
Lead,Kannika,12-Oct-08,ug/l,1.30666666666667,32702
Lead,Kannika,13-Dec-07,ug/l,2.374,32672
Lead,Kannika,13-Jan-06,ug/l,2.301,32473
Lead,Kannika,13-May-05,ug/l,6.135,32405
Lead,Kannika,13-May-16,ug/l,2.51666666666667,33206
Lead,Kannika,13-Nov-09,ug/l,1.73333333333333,32763
Lead,Kannika,13-Oct-07,ug/l,2.034,32657
Lead,Kannika,14-Apr-08,ug/l,2.13333333333333,32687
Lead,Kannika,14-Aug-10,ug/l,1.4,32836
Lead,Kannika,14-Jan-12,ug/l,1.9,32988
Lead,Kannika,14-Jul-11,ug/l,1.56666666666667,32940
Lead,Kannika,14-May-10,ug/l,1.33333333333333,32807
Lead,Kannika,14-May-15,ug/l,1.08333333333333,33161
Lead,Kannika,14-Oct-05,ug/l,3.317,32447
Lead,Kannika,14-Oct-11,ug/l,1.56666666666667,32964
Lead,Kannika,14-Sep-06,ug/l,5.271,32545
Lead,Kannika,15-Apr-06,ug/l,41.0033333333333,32500
Lead,Kannika,15-Aug-00,ug/l,12,32003
Lead,Kannika,15-Aug-03,ug/l,42.84,32237
Lead,Kannika,15-Aug-98,ug/l,22.25,31818
Lead,Kannika,15-Aug-99,ug/l,34.92,31907
Lead,Kannika,15-Jan-11,ug/l,1.33333333333333,32880
Lead,Kannika,15-Jul-00,ug/l,46.22,31991
Lead,Kannika,15-Jul-99,ug/l,61.5,31893
Lead,Kannika,15-Jun-08,ug/l,3.8,32694
Lead,Kannika,15-Mar-07,ug/l,2.095,32596
Lead,Kannika,15-Oct-02,ug/l,51.2,32163
Lead,Kannika,15-Oct-10,ug/l,1.6,32854
Lead,Kannika,16-Dec-99,ug/l,27,31943
Lead,Kannika,16-Jan-05,ug/l,1.83733333333333,32370
Lead,Kannika,16-Sep-16,ug/l,1.61666666666667,33229
Lead,Kannika,17-Apr-09,ug/l,1.6,32725
Lead,Kannika,17-Dec-98,ug/l,20,31845
Lead,Kannika,17-Sep-03,ug/l,4.558,32245
Lead,Kannika,18-Apr-98,ug/l,16.6666666666667,31802
Lead,Kannika,18-Feb-00,ug/l,25.4133333333333,31954
Lead,Kannika,18-Jul-10,ug/l,1.33333333333333,32826
Lead,Kannika,18-Jun-11,ug/l,1.5,32931
Lead,Kannika,18-Oct-00,ug/l,22,32024
Lead,Kannika,19-Aug-04,ug/l,5.242,32328
Lead,Kannika,19-Aug-15,ug/l,1.03,33169
Lead,Kannika,19-Feb-04,ug/l,4.87,32276
Lead,Kannika,19-Jan-00,ug/l,14.8533333333333,31949
Lead,Kannika,19-Jun-10,ug/l,1.09333333333333,32819
Lead,Kannika,19-Nov-15,ug/l,0.696666666666667,33179
Lead,Kannika,19-Sep-99,ug/l,24.3333333333333,31921
Lead,Kannika,2-Apr-15,ug/l,2.84,33159
Lead,Kannika,2-Dec-16,ug/l,1.55666666666667,33241
Lead,Kannika,2-Jul-15,ug/l,2.5,33167
Lead,Kannika,2-Oct-16,ug/l,1.58,33231
Lead,Kannika,2-Sep-10,ug/l,1.4,32843
Lead,Kannika,20-Nov-03,ug/l,2.68666666666667,32257
Lead,Kannika,20-Nov-98,ug/l,33.3333333333333,31837
Lead,Kannika,20-Sep-98,ug/l,0,31826
Lead,Kannika,21-Aug-02,ug/l,6.67,32137
Lead,Kannika,21-Feb-03,ug/l,10.37,32187
Lead,Kannika,21-Jan-99,ug/l,32.3333333333333,31852
Lead,Kannika,21-Jun-01,ug/l,8.66666666666667,32077
Lead,Kannika,21-Mar-03,ug/l,7.40666666666667,32196
Lead,Kannika,21-Mar-98,ug/l,10,31797
Lead,Kannika,21-May-03,ug/l,6.56333333333333,32210
Lead,Kannika,21-Nov-02,ug/l,16.11,32174
Lead,Kannika,21-Nov-07,ug/l,1.89833333333333,32665
Lead,Kannika,21-Sep-02,ug/l,7.34666666666667,32147
Lead,Kannika,22-Jun-02,ug/l,1.83333333333333,32131
Lead,Kannika,22-May-04,ug/l,0.607666666666667,32299
Lead,Kannika,22-Oct-99,ug/l,41.6666666666667,31928
Lead,Kannika,23-Apr-99,ug/l,29.6666666666667,31873
Lead,Kannika,23-Jun-99,ug/l,26,31887
Lead,Kannika,23-Oct-98,ug/l,48.6666666666667,31830
Lead,Kannika,23-Sep-00,ug/l,12.6666666666667,32016
Lead,Kannika,24-Apr-04,ug/l,2.444,32295
Lead,Kannika,24-Feb-01,ug/l,3,32051
Lead,Kannika,24-Feb-98,ug/l,0,31794
Lead,Kannika,24-Jan-03,ug/l,8.29666666666667,32181
Lead,Kannika,24-Jul-03,ug/l,1.89766666666667,32229
Lead,Kannika,24-Mar-00,ug/l,57.7333333333333,31964
Lead,Kannika,24-Mar-99,ug/l,8.33333333333333,31866
Lead,Kannika,24-Sep-15,ug/l,2.19333333333333,33174
Lead,Kannika,25-Apr-03,ug/l,7.98333333333333,32203
Lead,Kannika,25-Aug-98,ug/l,20,31823
Lead,Kannika,25-Jul-99,ug/l,31.6666666666667,31900
Lead,Kannika,25-Jun-00,ug/l,19.3333333333333,31981
Lead,Kannika,25-Mar-01,ug/l,3,32054
Lead,Kannika,25-Nov-00,ug/l,14,32032
Lead,Kannika,25-Oct-03,ug/l,3.45,32254
Lead,Kannika,25-Sep-01,ug/l,4.78333333333333,32096
Lead,Kannika,26-Feb-99,ug/l,8.5,31859
Lead,Kannika,26-Jan-98,ug/l,0,31790
Lead,Kannika,26-Jul-98,ug/l,0,31815
Lead,Kannika,26-Jun-03,ug/l,7.61,32221
Lead,Kannika,26-Jun-06,ug/l,4.66133333333333,32523
Lead,Kannika,26-Mar-02,ug/l,3.82,32108
Lead,Kannika,26-May-98,ug/l,0,31806
Lead,Kannika,26-Nov-99,ug/l,21.3333333333333,31935
Lead,Kannika,26-Oct-02,ug/l,6.99333333333333,32169
Lead,Kannika,27-Apr-02,ug/l,3.97666666666667,32119
Lead,Kannika,27-Aug-03,ug/l,0.220666666666667,32239
Lead,Kannika,27-Jan-01,ug/l,2.66666666666667,32044
Lead,Kannika,27-Jul-01,ug/l,31.2766666666667,32082
Lead,Kannika,27-May-00,ug/l,16.3,31978
Lead,Kannika,27-May-01,ug/l,15.6666666666667,32068
Lead,Kannika,28-Aug-00,ug/l,38.6666666666667,32010
Lead,Kannika,28-Aug-01,ug/l,21.84,32091
Lead,Kannika,28-Jul-00,ug/l,22.6666666666667,31997
Lead,Kannika,28-May-99,ug/l,14.6666666666667,31881
Lead,Kannika,29-Apr-00,ug/l,20,31970
Lead,Kannika,29-Apr-01,ug/l,26.6666666666667,32063
Lead,Kannika,29-Jun-98,ug/l,10,31811
Lead,Kannika,3-Jun-16,ug/l,2.57333333333333,33211
Lead,Kannika,3-Sep-04,ug/l,1.95466666666667,32333
Lead,Kannika,30-Aug-99,ug/l,20.3333333333333,31914
Lead,Kannika,30-Dec-00,ug/l,13.3333333333333,32038
Lead,Kannika,30-Sep-07,ug/l,5.187,32655
Lead,Kannika,4-Jun-15,ug/l,0.5,33164
Lead,Kannika,5-Dec-09,ug/l,1.73333333333333,32770
Lead,Kannika,6-Apr-11,ug/l,1.43333333333333,32907
Lead,Kannika,6-Aug-11,ug/l,2.9,32946
Lead,Kannika,6-Nov-14,ug/l,3.24333333333333,33138
Lead,Kannika,6-Sep-14,ug/l,2.54633333333333,33120
Lead,Kannika,7-Aug-16,ug/l,0.353333333333333,33220
Lead,Kannika,7-Dec-06,ug/l,4.742,32569
Lead,Kannika,7-Feb-10,ug/l,1.63333333333333,32781
Lead,Kannika,7-Jul-07,ug/l,0.0553333333333333,32633
Lead,Kannika,7-Nov-08,ug/l,3.6,32707
Lead,Kannika,7-Sep-08,ug/l,2.3,32698
Lead,Kannika,8-Apr-05,ug/l,2.86866666666667,32396
Lead,Kannika,8-Apr-10,ug/l,1.26,32797
Lead,Kannika,8-Aug-09,ug/l,1.3,32747
Lead,Kannika,8-Feb-07,ug/l,7.121,32587
Lead,Kannika,8-Jan-15,ug/l,3.25333333333333,33150
Lead,Kannika,8-Jul-05,ug/l,2.198,32422
Lead,Kannika,8-Jun-12,ug/l,2.1,33017
Lead,Kannika,8-May-09,ug/l,2.66666666666667,32730
Lead,Kannika,8-Oct-15,ug/l,0.843333333333333,33176
Lead,Kannika,9-Dec-05,ug/l,6.30366666666667,32465
Lead,Kannika,9-Dec-11,ug/l,2.5,32983
Lead,Kannika,9-Jan-16,ug/l,0,33183
Lead,Kannika,9-Jun-07,ug/l,2.444,32624
Lead,Kannika,9-Mar-06,ug/l,5.82533333333333,32491
Lead,Kannika,9-Nov-06,ug/l,6.076,32560
Lead,Kannika,9-Nov-10,ug/l,1.43333333333333,32861
Lead,Kannika,9-Oct-04,ug/l,3.13766666666667,32343
Lead,Kannika,9-Oct-14,ug/l,2.87666666666667,33128
Lead,Kannika,9-Sep-05,ug/l,0.828333333333334,32439
Lead,Kannika,9-Sep-09,ug/l,3.53333333333333,32753
Lead,Kannika,9-Sep-11,ug/l,1.5,32953
Macrozoobenthos,Kannika,10-Aug-06,#,2.07666666666667,33702
Macrozoobenthos,Kannika,10-Feb-06,#,2.02966666666667,33660
Macrozoobenthos,Kannika,10-May-07,#,2.08333333333333,33759
Macrozoobenthos,Kannika,11-Feb-05,#,2.06666666666667,33582
Macrozoobenthos,Kannika,11-Jan-07,#,2.02333333333333,33732
Macrozoobenthos,Kannika,11-Jul-06,#,1.8,33695
Macrozoobenthos,Kannika,11-Mar-05,#,1.96666666666667,33590
Macrozoobenthos,Kannika,11-May-06,#,2.06666666666667,33681
Macrozoobenthos,Kannika,11-Nov-05,#,1.87666666666667,33649
Macrozoobenthos,Kannika,11-Oct-13,#,2.18,33808
Macrozoobenthos,Kannika,12-Apr-07,#,2.06,33753
Macrozoobenthos,Kannika,12-Aug-05,#,2.08,33630
Macrozoobenthos,Kannika,12-Aug-13,#,2.14666666666667,33804
Macrozoobenthos,Kannika,12-Jun-05,#,2.20333333333333,33614
Macrozoobenthos,Kannika,12-Oct-06,#,2.27333333333333,33714
Macrozoobenthos,Kannika,13-May-05,#,2.03666666666667,33606
Macrozoobenthos,Kannika,14-Oct-05,#,2.09333333333333,33642
Macrozoobenthos,Kannika,15-Apr-06,#,2.74666666666667,33675
Macrozoobenthos,Kannika,16-Dec-99,#,2.10666666666667,33365
Macrozoobenthos,Kannika,16-Jan-05,#,2.21333333333333,33575
Macrozoobenthos,Kannika,17-Dec-98,#,0.75,33299
Macrozoobenthos,Kannika,17-Sep-03,#,2.33666666666667,33539
Macrozoobenthos,Kannika,18-Apr-98,#,1.98,33259
Macrozoobenthos,Kannika,18-Feb-00,#,2.05333333333333,33376
Macrozoobenthos,Kannika,18-Oct-00,#,2.02,33434
Macrozoobenthos,Kannika,19-Feb-04,#,1.96666666666667,33548
Macrozoobenthos,Kannika,19-Jan-00,#,2.09333333333333,33371
Macrozoobenthos,Kannika,19-Sep-99,#,2.24666666666667,33348
Macrozoobenthos,Kannika,20-Nov-98,#,0.7,33291
Macrozoobenthos,Kannika,20-Sep-98,#,0,33280
Macrozoobenthos,Kannika,21-Feb-03,#,1.87666666666667,33513
Macrozoobenthos,Kannika,21-Jan-99,#,2.27,33304
Macrozoobenthos,Kannika,21-Jun-01,#,2.10666666666667,33482
Macrozoobenthos,Kannika,21-Mar-98,#,0,33254
Macrozoobenthos,Kannika,22-Jun-13,#,2.12,33801
Macrozoobenthos,Kannika,22-May-04,#,1.81666666666667,33555
Macrozoobenthos,Kannika,22-Oct-99,#,2.02666666666667,33351
Macrozoobenthos,Kannika,23-Apr-99,#,2.03666666666667,33321
Macrozoobenthos,Kannika,23-Jun-99,#,1.98333333333333,33331
Macrozoobenthos,Kannika,23-Oct-98,#,2.02666666666667,33284
Macrozoobenthos,Kannika,23-Sep-00,#,2.09333333333333,33426
Macrozoobenthos,Kannika,24-Feb-01,#,2.06333333333333,33462
Macrozoobenthos,Kannika,24-Feb-98,#,0,33251
Macrozoobenthos,Kannika,24-Jan-03,#,2.02,33508
Macrozoobenthos,Kannika,24-Jul-03,#,1.93,33530
Macrozoobenthos,Kannika,24-Mar-00,#,2.04333333333333,33386
Macrozoobenthos,Kannika,24-Mar-99,#,2.09,33317
Macrozoobenthos,Kannika,25-Aug-98,#,1.98,33277
Macrozoobenthos,Kannika,25-Jul-99,#,2.07666666666667,33337
Macrozoobenthos,Kannika,25-Jun-00,#,1.95666666666667,33403
Macrozoobenthos,Kannika,25-Mar-01,#,1.88666666666667,33466
Macrozoobenthos,Kannika,25-Nov-00,#,2.17333333333333,33442
Macrozoobenthos,Kannika,25-Sep-01,#,2.14666666666667,33503
Macrozoobenthos,Kannika,26-Jan-98,#,0,33247
Macrozoobenthos,Kannika,26-Jul-98,#,0,33272
Macrozoobenthos,Kannika,26-Jun-03,#,1.78,33523
Macrozoobenthos,Kannika,26-Jun-06,#,1.95,33693
Macrozoobenthos,Kannika,26-May-98,#,0,33263
Macrozoobenthos,Kannika,26-Nov-99,#,2.04,33357
Macrozoobenthos,Kannika,27-Aug-03,#,2.16666666666667,33535
Macrozoobenthos,Kannika,27-Jan-01,#,2.02,33455
Macrozoobenthos,Kannika,27-Jul-01,#,2.25333333333333,33487
Macrozoobenthos,Kannika,27-May-00,#,2.07333333333333,33400
Macrozoobenthos,Kannika,27-May-01,#,1.96666666666667,33473
Macrozoobenthos,Kannika,28-Aug-00,#,1.99,33420
Macrozoobenthos,Kannika,28-Aug-01,#,2.09666666666667,33496
Macrozoobenthos,Kannika,28-Jul-00,#,2.14,33413
Macrozoobenthos,Kannika,28-May-99,#,2.12333333333333,33329
Macrozoobenthos,Kannika,29-Apr-00,#,2.1,33392
Macrozoobenthos,Kannika,29-Jun-98,#,0,33268
Macrozoobenthos,Kannika,30-Aug-99,#,2.03333333333333,33341
Macrozoobenthos,Kannika,30-Dec-00,#,2.18333333333333,33448
Macrozoobenthos,Kannika,7-Dec-06,#,2.22666666666667,33725
Macrozoobenthos,Kannika,7-Jul-07,#,2.11,33765
Macrozoobenthos,Kannika,8-Apr-05,#,1.81666666666667,33598
Macrozoobenthos,Kannika,8-Feb-07,#,2.05333333333333,33740
Macrozoobenthos,Kannika,8-Jul-05,#,2.11666666666667,33622
Macrozoobenthos,Kannika,8-May-14,#,36.3933333333333,33810
Macrozoobenthos,Kannika,9-Mar-06,#,2.05,33668
Macrozoobenthos,Kannika,9-Nov-06,#,2.04666666666667,33718
Magnesium,Kannika,1-Apr-16,mg/l,13.4533333333333,35602
Magnesium,Kannika,1-Jul-16,mg/l,12.8066666666667,35631
Magnesium,Kannika,1-Sep-12,mg/l,20.9333333333333,35179
Magnesium,Kannika,10-Aug-06,mg/l,20.9333333333333,34565
Magnesium,Kannika,10-Dec-15,mg/l,17.67,35567
Magnesium,Kannika,10-Feb-06,mg/l,27.1333333333333,34518
Magnesium,Kannika,10-Feb-11,mg/l,49.2,35011
Magnesium,Kannika,10-Feb-13,mg/l,14.4233333333333,35224
Magnesium,Kannika,10-Jan-08,mg/l,14.1,34695
Magnesium,Kannika,10-Jan-10,mg/l,25.5333333333333,34894
Magnesium,Kannika,10-Jul-04,mg/l,33.2666666666667,34372
Magnesium,Kannika,10-Jul-14,mg/l,11.5666666666667,35382
Magnesium,Kannika,10-Jun-05,mg/l,26.9999996666667,34454
Magnesium,Kannika,10-Mar-13,mg/l,16.0466666666667,35232
Magnesium,Kannika,10-May-07,mg/l,25.7,34637
Magnesium,Kannika,10-Oct-09,mg/l,19.85,34872
Magnesium,Kannika,11-Aug-07,mg/l,19.6333333333333,34659
Magnesium,Kannika,11-Dec-04,mg/l,30.0333333333333,34409
Magnesium,Kannika,11-Dec-10,mg/l,18.1533333333333,34998
Magnesium,Kannika,11-Dec-14,mg/l,15.2333333333333,35446
Magnesium,Kannika,11-Feb-05,mg/l,22.9,34422
Magnesium,Kannika,11-Feb-12,mg/l,16.86,35119
Magnesium,Kannika,11-Feb-16,mg/l,11.5666666666667,35584
Magnesium,Kannika,11-Jan-07,mg/l,17.7666666666667,34605
Magnesium,Kannika,11-Jan-13,mg/l,18.9333333333333,35215
Magnesium,Kannika,11-Jan-14,mg/l,19.9866666666667,35326
Magnesium,Kannika,11-Jul-06,mg/l,20.2,34558
Magnesium,Kannika,11-Jul-09,mg/l,24.16,34845
Magnesium,Kannika,11-Mar-05,mg/l,18.8000003333333,34430
Magnesium,Kannika,11-Mar-11,mg/l,59.6566666666667,35023
Magnesium,Kannika,11-Mar-16,mg/l,12,35595
Magnesium,Kannika,11-May-06,mg/l,24.1333333333333,34542
Magnesium,Kannika,11-Nov-05,mg/l,33.0999996666667,34494
Magnesium,Kannika,11-Nov-11,mg/l,16.94,35094
Magnesium,Kannika,11-Nov-16,mg/l,15.56,35672
Magnesium,Kannika,11-Oct-13,mg/l,14.11,35299
Magnesium,Kannika,11-Sep-14,mg/l,11.4033333333333,35406
Magnesium,Kannika,12-Apr-07,mg/l,26,34630
Magnesium,Kannika,12-Aug-05,mg/l,16.1666666666667,34470
Magnesium,Kannika,12-Aug-13,mg/l,25.5333333333333,35282
Magnesium,Kannika,12-Dec-08,mg/l,25.9,34783
Magnesium,Kannika,12-Feb-11,mg/l,57.63,35014
Magnesium,Kannika,12-Feb-15,mg/l,17.51,35462
Magnesium,Kannika,12-Jul-08,mg/l,15.9,34739
Magnesium,Kannika,12-Jun-04,mg/l,21.3666666666667,34362
Magnesium,Kannika,12-Jun-09,mg/l,20.92,34836
Magnesium,Kannika,12-Jun-14,mg/l,10.0533333333333,35372
Magnesium,Kannika,12-Mar-10,mg/l,20.92,34913
Magnesium,Kannika,12-Mar-15,mg/l,13.8033333333333,35470
Magnesium,Kannika,12-May-11,mg/l,49.6133333333333,35039
Magnesium,Kannika,12-Oct-02,mg/l,12.4,34197
Magnesium,Kannika,12-Oct-06,mg/l,27.4333333333333,34584
Magnesium,Kannika,12-Oct-08,mg/l,25.9433333333333,34764
Magnesium,Kannika,13-Dec-07,mg/l,28.2,34688
Magnesium,Kannika,13-Feb-09,mg/l,20.26,34799
Magnesium,Kannika,13-Jan-06,mg/l,24.9,34510
Magnesium,Kannika,13-Jul-12,mg/l,14.81,35161
Magnesium,Kannika,13-Mar-09,mg/l,22.23,34807
Magnesium,Kannika,13-Mar-14,mg/l,9.56,35341
Magnesium,Kannika,13-May-05,mg/l,22.9666666666667,34446
Magnesium,Kannika,13-May-12,mg/l,18.73,35147
Magnesium,Kannika,13-May-16,mg/l,12.52,35613
Magnesium,Kannika,13-Nov-09,mg/l,18.28,34879
Magnesium,Kannika,13-Oct-07,mg/l,28.3,34673
Magnesium,Kannika,14-Apr-08,mg/l,14.9,34715
Magnesium,Kannika,14-Apr-13,mg/l,19.7766666666667,35245
Magnesium,Kannika,14-Aug-10,mg/l,19.08,34960
Magnesium,Kannika,14-Aug-14,mg/l,10.6966666666667,35394
Magnesium,Kannika,14-Jan-12,mg/l,16.94,35110
Magnesium,Kannika,14-Jul-11,mg/l,16.2366666666667,35061
Magnesium,Kannika,14-Jul-13,mg/l,19.6333333333333,35271
Magnesium,Kannika,14-May-10,mg/l,20.51,34932
Magnesium,Kannika,14-May-15,mg/l,12.81,35493
Magnesium,Kannika,14-Oct-05,mg/l,30.7,34487
Magnesium,Kannika,14-Oct-11,mg/l,15.32,35085
Magnesium,Kannika,14-Oct-12,mg/l,20.4666666666667,35189
Magnesium,Kannika,14-Sep-06,mg/l,11.3,34575
Magnesium,Kannika,15-Apr-06,mg/l,42.4333333333333,34534
Magnesium,Kannika,15-Apr-12,mg/l,18.73,35139
Magnesium,Kannika,15-Jan-11,mg/l,18.24,35005
Magnesium,Kannika,15-Jun-08,mg/l,19.8566666666667,34729
Magnesium,Kannika,15-Mar-07,mg/l,34.0666666666667,34621
Magnesium,Kannika,15-Oct-10,mg/l,21.4,34977
Magnesium,Kannika,16-Dec-99,mg/l,18.4,33959
Magnesium,Kannika,16-Jan-05,mg/l,32.799999,34414
Magnesium,Kannika,16-May-13,mg/l,13.6966666666667,35253
Magnesium,Kannika,16-Sep-16,mg/l,9.17333333333333,35657
Magnesium,Kannika,17-Apr-09,mg/l,22.2933333333333,34818
Magnesium,Kannika,17-Dec-98,mg/l,17.3666666666667,33871
Magnesium,Kannika,17-Sep-03,mg/l,15.7666666666667,34295
Magnesium,Kannika,18-Apr-98,mg/l,13,33831
Magnesium,Kannika,18-Dec-02,mg/l,24.2666666666667,34219
Magnesium,Kannika,18-Dec-03,mg/l,16.5,34317
Magnesium,Kannika,18-Feb-00,mg/l,24.1333333333333,33970
Magnesium,Kannika,18-Jul-10,mg/l,15.02,34952
Magnesium,Kannika,18-Jun-11,mg/l,15.32,35053
Magnesium,Kannika,18-May-02,mg/l,22.5666666666667,34150
Magnesium,Kannika,18-Oct-00,mg/l,17.4,34028
Magnesium,Kannika,19-Aug-04,mg/l,33,34381
Magnesium,Kannika,19-Aug-15,mg/l,13.6166666666667,35524
Magnesium,Kannika,19-Feb-04,mg/l,16.5,34333
Magnesium,Kannika,19-Jan-00,mg/l,29.3333333333333,33965
Magnesium,Kannika,19-Jun-10,mg/l,18.9666666666667,34945
Magnesium,Kannika,19-Nov-15,mg/l,13.4566666666667,35557
Magnesium,Kannika,19-Sep-99,mg/l,19.5,33937
Magnesium,Kannika,2-Apr-15,mg/l,19.9033333333333,35480
Magnesium,Kannika,2-Dec-16,mg/l,13.39,35680
Magnesium,Kannika,2-Jul-15,mg/l,10.8633333333333,35510
Magnesium,Kannika,2-Mar-08,mg/l,21.99,34707
Magnesium,Kannika,2-Oct-16,mg/l,12.81,35661
Magnesium,Kannika,2-Sep-10,mg/l,16.6166666666667,34967
Magnesium,Kannika,20-Nov-03,mg/l,19.6,34308
Magnesium,Kannika,20-Nov-98,mg/l,15.8833333333333,33863
Magnesium,Kannika,20-Sep-98,mg/l,14.5966666666667,33852
Magnesium,Kannika,21-Aug-02,mg/l,18.4,34176
Magnesium,Kannika,21-Dec-01,mg/l,17.9,34115
Magnesium,Kannika,21-Feb-03,mg/l,16.1666666666667,34232
Magnesium,Kannika,21-Jan-99,mg/l,13.4566666666667,33878
Magnesium,Kannika,21-Jun-01,mg/l,12,34083
Magnesium,Kannika,21-Mar-03,mg/l,21.2,34242
Magnesium,Kannika,21-Mar-98,mg/l,14.8766666666667,33826
Magnesium,Kannika,21-May-03,mg/l,16.3666666666667,34258
Magnesium,Kannika,21-Nov-02,mg/l,23.4666666666667,34210
Magnesium,Kannika,21-Nov-07,mg/l,27.6,34681
Magnesium,Kannika,21-Sep-02,mg/l,18.4,34188
Magnesium,Kannika,22-Jun-02,mg/l,21.4,34160
Magnesium,Kannika,22-Jun-13,mg/l,17.18,35266
Magnesium,Kannika,22-May-04,mg/l,23.3,34355
Magnesium,Kannika,22-Oct-99,mg/l,16.8,33944
Magnesium,Kannika,23-Apr-99,mg/l,12,33901
Magnesium,Kannika,23-Jun-99,mg/l,10.8,33915
Magnesium,Kannika,23-Nov-01,mg/l,23.1,34111
Magnesium,Kannika,23-Oct-98,mg/l,15.8,33856
Magnesium,Kannika,23-Sep-00,mg/l,21.6333333333333,34020
Magnesium,Kannika,23-Sep-12,mg/l,16.05,35185
Magnesium,Kannika,24-Apr-04,mg/l,24.3,34352
Magnesium,Kannika,24-Feb-01,mg/l,21.8666666666667,34056
Magnesium,Kannika,24-Feb-98,mg/l,11.9,33823
Magnesium,Kannika,24-Jan-03,mg/l,17,34226
Magnesium,Kannika,24-Jul-03,mg/l,14.9,34279
Magnesium,Kannika,24-Mar-00,mg/l,19.1,33980
Magnesium,Kannika,24-Mar-99,mg/l,16.53,33894
Magnesium,Kannika,24-Sep-15,mg/l,13.55,35540
Magnesium,Kannika,25-Apr-03,mg/l,16.1333333333333,34250
Magnesium,Kannika,25-Aug-98,mg/l,14.4,33849
Magnesium,Kannika,25-Feb-02,mg/l,30.6666666666667,34130
Magnesium,Kannika,25-Jul-02,mg/l,24.6,34169
Magnesium,Kannika,25-Jul-99,mg/l,20.9,33922
Magnesium,Kannika,25-Jun-00,mg/l,16.7,33997
Magnesium,Kannika,25-Mar-01,mg/l,18.4,34060
Magnesium,Kannika,25-Nov-00,mg/l,28.3333333333333,34036
Magnesium,Kannika,25-Oct-03,mg/l,23.7666666666667,34305
Magnesium,Kannika,25-Sep-01,mg/l,17.2333333333333,34104
Magnesium,Kannika,26-Feb-99,mg/l,15.25,33887
Magnesium,Kannika,26-Jan-98,mg/l,9.14333333333333,33819
Magnesium,Kannika,26-Jul-98,mg/l,11.6866666666667,33844
Magnesium,Kannika,26-Jun-03,mg/l,11.8,34270
Magnesium,Kannika,26-Jun-06,mg/l,21.1,34556
Magnesium,Kannika,26-Mar-02,mg/l,44.6333333333333,34134
Magnesium,Kannika,26-May-98,mg/l,11.8533333333333,33835
Magnesium,Kannika,26-Nov-99,mg/l,25.8,33951
Magnesium,Kannika,26-Oct-02,mg/l,20.5333333333333,34204
Magnesium,Kannika,27-Apr-02,mg/l,23.4333333333333,34144
Magnesium,Kannika,27-Aug-03,mg/l,14.1,34288
Magnesium,Kannika,27-Jan-01,mg/l,26.9333333333333,34049
Magnesium,Kannika,27-Jan-02,mg/l,35.4333333333333,34120
Magnesium,Kannika,27-Jul-01,mg/l,16.6,34088
Magnesium,Kannika,27-May-00,mg/l,21.3333333333333,33994
Magnesium,Kannika,27-May-01,mg/l,17.6666666666667,34074
Magnesium,Kannika,27-Sep-09,mg/l,14.84,34869
Magnesium,Kannika,28-Aug-00,mg/l,12.2,34014
Magnesium,Kannika,28-Aug-01,mg/l,12.4,34097
Magnesium,Kannika,28-Jul-00,mg/l,12.4666666666667,34007
Magnesium,Kannika,28-May-99,mg/l,13.8333333333333,33909
Magnesium,Kannika,29-Apr-00,mg/l,16.2,33986
Magnesium,Kannika,29-Apr-01,mg/l,11.8,34069
Magnesium,Kannika,29-Jun-98,mg/l,12,33840
Magnesium,Kannika,3-Apr-14,mg/l,13.78,35351
Magnesium,Kannika,3-Jun-16,mg/l,7.78333333333333,35622
Magnesium,Kannika,3-Sep-04,mg/l,21.6666666666667,34385
Magnesium,Kannika,30-Aug-99,mg/l,11.4,33930
Magnesium,Kannika,30-Dec-00,mg/l,21.5,34042
Magnesium,Kannika,30-Mar-04,mg/l,25.1,34345
Magnesium,Kannika,30-Mar-12,mg/l,23.2666666666667,35137
Magnesium,Kannika,30-Sep-07,mg/l,23.1666666666667,34671
Magnesium,Kannika,4-Jun-15,mg/l,11.0766666666667,35500
Magnesium,Kannika,5-Dec-09,mg/l,15.4,34887
Magnesium,Kannika,6-Apr-11,mg/l,50.58,35030
Magnesium,Kannika,6-Aug-11,mg/l,16.13,35068
Magnesium,Kannika,6-Nov-14,mg/l,17.58,35429
Magnesium,Kannika,6-Sep-14,mg/l,10.5866666666667,35403
Magnesium,Kannika,7-Aug-16,mg/l,11.8933333333333,35642
Magnesium,Kannika,7-Dec-06,mg/l,25.9,34597
Magnesium,Kannika,7-Dec-13,mg/l,16.3733333333333,35317
Magnesium,Kannika,7-Feb-10,mg/l,16.29,34904
Magnesium,Kannika,7-Jul-07,mg/l,24.3,34652
