location,sample date,"1,2,3-Trichlorobenzene","1,2,4-Trichlorobenzene",Acenaphthene,Acenaphthylene,AGOC-3A,Alachlor,Aldrin,alpha-Hexachlorocyclohexane,Aluminium,Ammonium,Anionic active surfactants,Anthracene,AOX,Arsenic,Atrazine,Barium,Benzo(a)anthracene,Benzo(a)pyrene,Benzo(b)fluoranthene,"Benzo(g,h,i)perylene",Benzo(k)fluoranthene,Berilium,beta-Hexaxchlorocyclohexane,Bicarbonates,Biochemical Oxygen,Boron,Cadmium,Calcium,Carbonates,Cesium,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),Chlorides,Chlorodinine,Chromium,Chrysene,Copper,Cyanides,Dieldrin,Dissolved organic carbon,Dissolved oxygen,Dissolved silicates,Endosulfan (alpha),Endosulfan (beta),Endrin,Fecal coliforms,Fecal streptococci,Fluoranthene,Fluorene,gamma-Hexachlorocyclohexane,Heptachlor,Heptachloroepoxide,Hexachlorobenzene,"Indeno(1,2,3-c,d)pyrene",Inorganic nitrogen,Iron,Isodrin,Lead,Macrozoobenthos,Magnesium,Manganese,Mercury,Methoxychlor,Methylosmoline,Metolachlor,Naphthalene,Nickel,Nitrates,Nitrites,Organic nitrogen,Orthophosphate-phosphorus,Oxygen saturation,"p,p-DDD","p,p-DDE","p,p-DDT",PAHs,PCB 101,PCB 118,PCB 138,PCB 153,PCB 180,PCB 28,PCB 52,Pentachlorobenzene,Petroleum hydrocarbons,Phenanthrene,Potassium,Pyrene,Selenium,Silica (SiO2),Simazine,Sodium,Sulfides,Sulphates,Tetrachloromethane,Total coliforms,Total dissolved phosphorus,Total dissolved salts,Total extractable matter,Total hardness,Total nitrogen,Total organic carbon,Total phosphorus,Trifluralin,Water temperature,Zinc,ID
Chai,16-Mar-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,1222
Chai,16-May-04,,,,,,,,,,0.162,,,,,,,,,,,,,,133.333333333333,2.4,,0.155666666666667,19.4,,,48,4.73333333333333,21,,2.80166666666667,,14.0976666666667,,,,10.5,,,,,,,,,0.069,,,,,,0.454666666666667,,1.85133333333333,1.92666666666667,37.7333333333333,0.079,,,,,,3.18266666666667,1.40333333333333,0.022,,0.02,,,,0.014,,,,,,,,,,9.64,,,,,1.76666666666667,,,,13.37,,,,,,,,,,,18,67.6666666666667,1223
Chai,16-May-05,,,,,,0.004,0,0.0116666666666667,,0.414666666666667,,,,,0,,,,,,,,0.0306666666666667,112.566665666667,1.86666666666667,,0.569333333333333,54.9333346666667,,,,2.9,27.2666656666667,,1.478,,8.497,,0.00933333333333333,,10.7,,0,0,0.011,,,,,0.047,0.00366666666666667,0,,,,0.603,,6.49,2.03,28.4999993333333,0.0745,0.107333333333333,,,0.0236666666666667,,12.467333,1.42333333333333,0.0193333333333333,,0.0256666666666667,102.533335333333,0.154,0.0403333333333333,0,,,,,,,,,,0.01,,,,,3.16,,,,,,,,295.333333333333,,15.29,,,0.047,,13,113,1224
Chai,16-May-14,,,,,,,,,,0.09802,,,,,,,,,,,,,,,1.97333333333333,,,47.4,,,24.2733333333333,3.65666666666667,31.4333333333333,,,,,,,,8.31,1.70333333333333,,,,,,,,,,,,,,,,,,25.9666666666667,,,,,,,,1.38183,0.014,,0.03586,,,,,,,,,,,,,,,,,,,,,,,,,,,247.666666666667,,,1.60333333333333,,0.05,,21,,1225
Chai,16-May-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,,1226
Chai,16-Nov-09,,,,,,,,,72.3333333333333,0.111666666666667,0.025,,0,0.823333333333333,,,,,,,,,,,2.8,,0.256666666666667,57.2533333333333,,,21.32,3.04333333333333,35.5,,3.46666666666667,,3.14333333333333,0.002,,,10.1333333333333,,,,,7.1,0.173333333333333,,,,,,,,,0.373333333333333,,0.717666666666667,,15.4,0,0.0583333333333333,,,,,0.903333333333333,1.74,0.0246666666666667,,0.09,79.22,,,,,,,,,,,,,0.0128,,2.33333333333333,,,9.567,,20.4,0.016,26.7333333333333,,7.1,,259,,,2.23666666666667,4.45,0.229033333333333,,5,0,1227
Chai,16-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,1228
Chai,16-Oct-00,,,,,,,,,,0.176666666666667,0.0766666666666667,,,,,,,,,,,,,159,3.66666666666667,,0.8,54.3333333333333,,,12.4,4.13333333333333,31.0666666666667,,12,,16.6666666666667,,,,8.33333333333333,,,,,0.0095,,,,,,,,,,0.396666666666667,,20.3333333333333,2.02,17.4,0.0166666666666667,,,,,,,1.12333333333333,0.0533333333333333,,0.103333333333333,,,,,,,,,,,,,,,,3.6,,,,,20.6666666666667,,36.3,,0.97,,,0.07,,,,0.183333333333333,,16,57.6666666666667,1229
Chai,16-Oct-14,,,,,,,,,,0.08762,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,8.84666666666667,2.48333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.8879,0.00700666666666667,,0.0910333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0.114666666666667,,18.5,,1230
Chai,16-Oct-15,,,,,,,,,,0.0426666666666667,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74666666666667,0.00766666666666667,,0.0453333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,1.81666666666667,,0.067,,16.2666666666667,,1231
Chai,16-Oct-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,1232
Chai,16-Sep-16,,,,,,,,,,0.0596666666666667,,,,,,,,,,,,,,,1.00333333333333,,,,,,,,,,,,,,,,8.06666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,0.0136666666666667,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,1.48666666666667,,0.0976666666666667,,20.6333333333333,,1233
Chai,16-Sep-99,,,,,,,,,,0.386666666666667,,,,,,,,,,,,,,,4.3,,1.37,57.5333333333333,,,18.6666666666667,6.96666666666667,28,,6.66666666666667,,15,,,,7.56666666666667,,,,,,,,,0.0533333333333333,,,,,,0.423333333333333,,23,2.16333333333333,19.0333333333333,0.0866666666666667,,,,,,,1.59333333333333,0.0233333333333333,,0.0733333333333334,,,,0.05,,,,,,,,,,,,3.23333333333333,,,,,16.4,,49.2333333333333,,,,,,,,,0.1,,18,30.6666666666667,1234
Chai,17-Apr-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,1235
Chai,17-Apr-98,,,,,,,,,,0.146666666666667,,,0,0,0,,,,,,,,,,2.2,,0.583333333333333,54,,0,13.5666666666667,4.1,22.2333333333333,,12.3333333333333,,48.3333333333333,,,,7.5,,,,,0.0144333333333333,,,,0.000666666666666667,,,,,,0.74,,42,1.95333333333333,12.8,0.0533333333333333,0,,,,,12.6666666666667,2.30333333333333,0.0566666666666667,,0.05,,,,0.00933333333333333,,,,,,,,,,,,2.76666666666667,,,,,14.9666666666667,,52.7333333333333,,0.361633333333333,,,,,,,0.0866666666666667,,21,38.6666666666667,1236
Chai,17-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,,1237
Chai,17-Dec-15,,,,,,,,,,0.0886666666666667,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,9.99333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1.654,0.00933333333333333,,0.0216666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,1.79333333333333,,0.025,,2.46666666666667,,1238
Chai,17-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1239
Chai,17-Feb-01,,,,,,,,,,0.316666666666667,0.07,,,,0.0133333333333333,,,,,,,,,196,3.76666666666667,,2.99666666666667,76.9333333333333,,,14.6666666666667,5.5,36.7666666666667,,11.3333333333333,,20.6666666666667,,,,11,,,,,0.75,0.0116666666666667,,,0.383333333333333,,,,,,0.93,,4.66666666666667,2.22333333333333,14.7333333333333,0.0433333333333333,,,,,,,2.64333333333333,0.0333333333333333,,0.02,,,,0.13,,,,,,,,,,,,3.4,,,,,25.6666666666667,,54.8333333333333,,1.5,,,,,,,0.04,,2.46666666666667,21.3333333333333,1240
Chai,17-Feb-12,,,,,,,,0.01,,0.317,,,,,0,,,,,,,,,,1.68,,,,,,18.72,3.21666666666667,,,,,,,,,10.6466666666667,,,,,,,,,0,,,,,,,,,,,,,,,,,,2.29466666666667,0.0301,,0.0308666666666667,81.08,,,0,,,,,,,,,,,,,,,,,,,,,,,316,,,3.16333333333333,,0.075,,4,,1241
Chai,17-Feb-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,1242
Chai,17-Jan-03,,,,,,,,,,0.74,,,,,0,,,,,,,,,117.933333333333,,,0.437333333333333,56.1,,,,,23.8666666666667,,4.18,,5.22,,,,14.9666666666667,,,,,0.07,0.07,,,,,,,,,0.369666666666667,,10.5933333333333,2.06666666666667,16.9666666666667,0.0513333333333333,,,,,,2.34333333333333,1.69,0.00866666666666667,,0.0393333333333333,,,,,,,,,,,,,,,,,,,,,,,16.6333333333333,,5.60666666666667,,,0.352,,,,,,5,8,1243
Chai,17-Jan-10,,,,,,,,,81.6666666666667,0.31,0.053,,,0.87,,,,,,,,,,,2.6,,0.19,48.3466666666667,,,19.68,3.1,35.5,,3.5,,4.43333333333333,0.004,,,10.3333333333333,,,,,,,,,,,,,,,0.51,,1.93333333333333,,27.89,0.0112666666666667,0.0616666666666667,,,,,1.66666666666667,2.38,0.0353333333333333,,0.0543333333333333,70.5333333333333,,,,,,,,,,,,,0.34,,2.13333333333333,,,10.6736666666667,,22.1666666666667,,27.6333333333333,0.025,,,284.333333333333,1.26666666666667,,3.26666666666667,,0.105066666666667,,0,58.6666666666667,1244
Chai,17-Jan-16,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,1245
Chai,17-Jul-11,,,,,,,,,,0.236333333333333,,,,1.33333333333333,,,,,,,,,,168.97,1.66,,0,52.0266666666667,,,23.4,3.66333333333333,24.34,,4.3,,4.93333333333333,,,,6.52666666666667,,,,,,,,,,,,,,,,,1.96666666666667,,16.2366666666667,,0.049,,,,,1.4,1.98,0.07,,0.0206666666666667,78.82,,,,,,,,,,,,,,,,,,,,,,,,,,234.333333333333,,,,,0.0853333333333333,,25,3.4,1246
Chai,17-Jul-16,,,,,,,,,,0.0936666666666667,,,,,,,,,,,,,,,1.41666666666667,,,,,,,,,,,,,,,,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,0.773666666666667,0.021,,0.00933333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,,,,1.66,,0.057,,23.1666666666667,,1247
Chai,17-Jun-10,,,,,,,,,,0.250333333333333,0.053,,,1.33333333333333,0.5,,,,,,,,,,2.3,,0.303333333333333,61.22,,,27.9466666666667,2.51,34.4,,3.23333333333333,,2.63333333333333,0.004,,,8.26666666666667,,,,,,,,,0.05,,,,,,0.463333333333333,,1.26666666666667,,14.9333333333333,0.0175,0.06,,,,,2.2,1.66,0.013,,0.0336666666666667,101.1,,,0.05,,,,,,,,,,,,2.21,,,3.19166666666667,,17.3,,29.1666666666667,0.025,,,204.333333333333,,,2.30666666666667,,0.044,,25,5.03333333333333,1248
Chai,17-Jun-16,,,,,0.184666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,1249
Chai,17-Mar-05,,,,,,,0,0,,0.416666666666667,,,,,,,,,,,,,0.0796666666666667,126.800003,2.13333333333333,,0.749666666666667,32,,,,3.56666666666667,40.233332,,9.301333,,25.853334,,0,,10.9,,0,0,0.028,,,,,0.0756666666666667,0.004,0,,,,1.136,,7.867,1.91333333333333,42.9000003333333,0.09625,0,,,,,6.738,2.81666666666667,0.0163333333333333,,0.0313333333333333,,0.138333333333333,0.046,0.011,,,,,,,,,,0.01,,,,,9.20666666666667,,,,24.3333333333333,,,,354.333333333333,,143.333333333333,,,0.075,,2,69.3333333333333,1250
Chai,17-Mar-06,,,,,,0.392,0.221,,,0.303333333333333,0.0274666666666667,,,,0.173666666666667,,,,,,,,0.035,189.066666666667,2.16666666666667,,,38.1,,,,3.33333333333333,40.2333333333333,,27.89,,1.01666666666667,,0.052,,10.4333333333333,,,,0.11,,,,,0.0313333333333333,0.02,,,,,0.0743333333333333,,15.4933333333333,2.06666666666667,34.5333333333333,0.0333333333333333,0.027,,,0.0416666666666667,,4.51633333333333,2.16666666666667,0.113333333333333,,0.0826666666666667,80.5,0.0245,0.0105,0.0946666666666667,,,,,,,,,,,,,,,10.6333333333333,0.201,,,65.3666666666667,,,,313.666666666667,,133.966666666667,,,0.110666666666667,,5,11,1251
Chai,17-Mar-08,,,,,,,,,,0.425666666666667,0.025,,12.2333333333333,,,,,,,,,,,184.633333333333,3.3,,,49.2833333333333,,,32.1533333333333,4.13333333333333,34.4,,,,,0.002,,,10.2333333333333,,,,,1.96666666666667,1.6,,,,,,,,,,,,,17.42,,,,,,,,2.43333333333333,0.0273333333333333,,0.035,75.8533333333334,,,,,,,,,,,,,0.017,,,,,6.80966666666667,,,0.1,32.34,0.25,3.9,,289.666666666667,,108.9,3.45666666666667,,0.203666666666667,,3,,1252
Chai,17-Mar-14,,,,,0.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253
Chai,17-Mar-16,,,,,,,,,,0.00833333333333333,,,,,,,,,,,,,,,1.57666666666667,,,,,,,,,,,,,,,,9.78666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,0.0153333333333333,,0.0476666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23333333333333,,0.0883333333333333,,9.7,,1254
Chai,17-Mar-99,,,,,,,,,,0.15,0.0566666666666667,,,,,,,,,,,,,190.523333333333,2.60333333333333,,1.24333333333333,64.8433333333333,,,12.3333333333333,6.58,42.6,,2.83333333333333,,28.3333333333333,,,,10.1333333333333,,,,,0.173333333333333,0.0045,,,0.0166666666666667,,,,,,0.606666666666667,,10,1.90333333333333,22.7766666666667,0.0193333333333333,,,,,,,1.63333333333333,0.01,,0.12,,,,0.343333333333333,,,,,,,,,,,,4.2,,,,,25.2666666666667,,44.4366666666667,,4.29,,,,,,,0.206666666666667,,7.6,27.6666666666667,1255
Chai,17-May-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,1256
Chai,17-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1257
Chai,17-Oct-08,,,,,,,,,35.1333333333333,0.3094,0.025,,12.0666666666667,0.0933333333333333,0.5,21.3333333333333,,,,,,,,197.116666666667,2.1,,1.36666666666667,54.7733333333333,,,28.94,3.31333333333333,30.5,,1.73333333333333,,1.73333333333333,0.002,,,8.66666666666667,,,,,79.3333333333333,0.883333333333333,,,0.04,,,,,,0.686666666666667,,2.23333333333333,,21.0733333333333,0.032,0.031,,,,,1.04,1.52,0.0186666666666667,,0.026,86.9233333333333,,,0.0333333333333333,,,,,,,,,,0.0603333333333333,,,,,5.214,,,0.1,26.0066666666667,0.25,102,,268.333333333333,,125.266666666667,2.21666666666667,,0.0842666666666667,,16,2.96666666666667,1258
Chai,17-Oct-11,,,,,,,,,,0.058,,,,1.53333333333333,,,,,,,,,,166.123333333333,2.12333333333333,,0.103333333333333,58.1966666666667,,,15.6,2.26666666666667,26.0533333333333,,2.6,,4.26666666666667,,,,8.49333333333333,,,,,,,,,,,,,,,,,2,,13.6366666666667,,0.0643333333333333,,,,,1.46666666666667,1.28,0.0156666666666667,,0.0286666666666667,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,1.62666666666667,,0.075,,17.5,3.63333333333333,1259
Chai,17-Oct-14,,,,,0.292333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260
Chai,17-Oct-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,1261
Chai,17-Sep-04,,,,,,,,,,0.0723333333333333,,,,,,,,,,,,,,,2.45,,0.963,,,,24.1666666666667,,,,1.22866666666667,,9.88666666666666,,,,6.57,,,,,,,,,0.075,,,,,,0.311333333333333,,1.66133333333333,,,0.082,,,,,,4.53333333333333,1.72333333333333,0.024,,0.05,,,,0.006,,,,,,,,,,,,,,,14.2333333333333,,,,,,,,,,,,,0.0666666666666667,,19.6666666666667,0,1262
Chai,17-Sep-12,,,,,,,,,,0.234633333333333,,,,,,,,,,,,,,,1.41666666666667,,,,,,,,30.7666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11116666666667,0.0337666666666667,,0.0634666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,289.666666666667,,,1.65333333333333,,0.339333333333333,,22.1666666666667,,1263
Chai,17-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,1264
Chai,18-Apr-09,,,,,,,,,733.333333333333,0.190666666666667,0.0558333333333333,,0,1.5,0.5,45,,,,,,,,,2.83333333333333,,1.26666666666667,50.1833333333333,,,36.08,4.13,37.7,,7.86666666666667,,4.06666666666667,0.002,,,9.46666666666667,,,,,3.3,0.19,,,0.01,,,,,,0.853333333333333,,2.53333333333333,,26.1666666666667,0,0.0356666666666667,,,,,1.4,1.92,0.0616666666666667,,0.326333333333333,91.5133333333333,,,0.0233333333333333,,,,,,,,,,0.0106666666666667,,2.46666666666667,,1.12666666666667,7.266,,25,0.0143333333333333,25.9066666666667,0.25,8.1,,268,,,2.60333333333333,4.25333333333333,0.534666666666667,,13.6666666666667,8.66666666666667,1265
Chai,18-Apr-15,,,,,0.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266
Chai,18-Apr-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,1267
Chai,18-Aug-05,,,,,,0.0473333333333333,0,0,,0.495666666666667,,,,,0,,,,,,,,0.053,171.166666666667,1.26666666666667,,0.820333333333333,41.3333333333333,,,,1.66666666666667,43.8000006666667,,1.596,,6.05833333333333,,0,,5.43333333333333,,0,0,0.0466666666666667,0.146666666666667,0.002,,,0.0436666666666667,0,0,,,,0.0626666666666667,,5.51866666666667,2.08333333333333,16.9666666666667,0.0235,0,,,0.00633333333333333,,0.768,1.28333333333333,0.019,,0.0613333333333333,65.6999993333333,0.0686666666666667,0.0106666666666667,0,,,,,,,,,,0.01,,,,,4.16666666666667,,,,23.6666666666667,,1.18666666666667,,287,,97.1333313333333,2.16,,0.134,,24,17.8333333333333,1268
Chai,18-Aug-06,,,,,,0.092,0.0666666666666667,0.0133333333333333,,0.560333333333333,0.025,,,,0.0936666666666667,,,,,,,,0.0403333333333333,207.4,1.03333333333333,,1.418,44.5,,,24,3.83333333333333,38.4,,1.89666666666667,,9.576,,0.005,,9.23333333333333,,0.0163333333333333,0.044,0.034,,,,,0.0213333333333333,0.005,0.005,,,,0.464,,15.6066666666667,1.95666666666667,26.9333333333333,0.03275,0.044,,,0.025,,3.31833333333333,0.826333333333333,0.0233333333333333,,0.005,111.033333333333,0.01,0.013,0.0496666666666667,,,,,,,,,,,,,,,4.60333333333333,0.097,,,31.3666666666667,,,,282.333333333333,,124,,,0.0896666666666667,,24,18.3333333333333,1269
Chai,18-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,,1270
Chai,18-Dec-10,,,,,,,,,,0.161,,,,,,,,,,,,,,,2.3,,,,,,,,34.4,,,,,,,,11.0333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,0.0193333333333333,,0.0283333333333333,88.1633333333333,,,,,,,,,,,,,,,,,,7.41466666666667,,,,,,,,312.333333333333,,,2.26333333333333,,0.0903333333333333,,5.83333333333333,,1271
Chai,18-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,1272
Chai,18-Dec-98,,,,,,,,,,0.31,,,0,0,0,,,,,,,,,,1.93333333333333,,0.923333333333333,58.3333333333333,,0,0,3.03333333333333,26.4333333333333,,7.66666666666667,,30,,,,0,,,,,0.000636666666666667,,,,,,,,,,0,,1.33333333333333,0,15.6,0.0833333333333333,0,,,,,0,1.72333333333333,0.0366666666666667,,0.0733333333333334,,,,,,,,,,,,,,,,4.06666666666667,,,,,16,,32.1333333333333,,0.0181333333333333,,,,,,,0.123333333333333,,0,31.8666666666667,1273
Chai,18-Feb-00,,,,,,,,,,1.14,0.0833333333333333,,,,,,,,,,,,,185,4.93333333333333,,2.47666666666667,73.8666666666667,,,45.3333333333333,7.4,43,,21.0766666666667,,37.4766666666667,,,,9.43333333333333,,,,,1.56,0.18,,,0.04,,,,,,2.71666666666667,,39.0566666666667,2.14666666666667,20.6,0.273333333333333,,,,,,,2.89666666666667,0.0266666666666667,,0.0366666666666667,,,,0.01,,,,,,,,,,,,3.2,,,,,22.3333333333333,,56.6333333333333,,8.56666666666667,,,,,,,0.0466666666666667,,4.36666666666667,65,1274
Chai,18-Feb-02,,,,,,,,,,0.256666666666667,,,,,,,,,,,,,,107.733333333333,,,0.316666666666667,64.8,,,,,31.8333333333333,,24.0666666666667,,59.7533333333333,,,,10.3666666666667,,,,,,,,,,,,,,,1.09,,9.18,,43.7333333333333,0.0766666666666667,,,,,,2.44333333333333,2.46666666666667,0.0416666666666667,,0.0333333333333333,,,,,,,,,,,,,,,,,,,,,,,43.6666666666667,,,,,,,,,0.06,,3.5,33,1275
Chai,18-Feb-11,,,,,,,,,,0.197666666666667,,,,,,,,,,,,,,,,,,,,,,,34.4,,,,,,,,11.4666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,0.024,,0.038,96.84,,,,,,,,,,,,,,,,,,,,,,,,,,218.666666666667,,,,,0.0623333333333333,,8,,1276
Chai,18-Feb-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,1277
Chai,18-Feb-99,,,,,,,,,,0.48,0,,,,,,,,,,,,,190.116666666667,3.38333333333333,,0.793333333333333,67.1533333333333,,,21,6.76,37.8666666666667,,15.6666666666667,,22,,,,11.6666666666667,,,,,0.3226,0.0368,,,0.03,,,,,,0.786666666666667,,15.6666666666667,2.11333333333333,15.4466666666667,0.0266666666666667,,,,,,,1.53333333333333,0.01,,0.0766666666666667,,,,0.07,,,,,,,,,,,,2.83333333333333,,,,,23.0333333333333,,38.2666666666667,,1.82666666666667,,,9.2,,,,0.0933333333333333,,5.86666666666667,29,1278
Chai,18-Jan-07,,,,,,0.0796666666666667,0.085,0.0403333333333333,,0.136,0.110933333333333,,,,0.091,,,,,,,,0.034,204.9,2.3,,0.734333333333333,56.1,,,23,2.6,32.1,,1.80466666666667,,8.87433333333333,,0.161,,11.9,,0.178666666666667,0.384333333333333,0.005,0.00866666666666667,0.0239333333333333,,,0.0303333333333333,0.00533333333333333,0.005,,,,0.161666666666667,,2.74766666666667,2.1,24.3,0.02475,0.025,,,0.0396666666666667,,2.41833333333333,2.01066666666667,0.0232333333333333,,0.0453333333333333,86.0333333333334,0.0763333333333333,0.019,0.0683333333333333,,,,,,,,,,,,,,,9.61,0.163,,,17.4,,0.0113333333333333,,276.666666666667,,134,2.60333333333333,,0.0776666666666667,,2,68,1279
Chai,18-Jan-08,,,,,,,,,,0.377,0.282333333333333,,13.3333333333333,0.46,,12.6666666666667,,,,,,,,213.666666666667,2.86666666666667,,0.123333333333333,70,,,32,2.82,27.5,,2.25333333333333,,5.93333333333333,0.002,,,11.1666666666667,,,,,,,,,,,,,,,0.840666666666667,,2.43333333333333,,11.9,0.128,0.025,,,,,3.53333333333333,1.55666666666667,0.00833333333333333,,0.0206666666666667,78.3666666666667,,,,,,,,,,,,,0.02,,1.86666666666667,,0.052,9.049,,19.8,0.1,30.0266666666667,0.25,,,276.333333333333,,125,3.04666666666667,6.60666666666667,,,1.5,12.6666666666667,1280
Chai,18-Jan-09,,,,,,,,,,0.157666666666667,,,,,,,,,,,,,,,3.43333333333333,,,,,,21.32,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28666666666667,0.015,,0.068,72.07,,,,,,,,,,,,,,,,,,8.023,,,,,,,,305.666666666667,,,1.74666666666667,,0.085,,4.66666666666667,,1281
Chai,18-Jan-14,,,,,0.273666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282
Chai,18-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,1283
