location,measure_date,measure,unit,value
Sakda,11-Jul-14,Methylosmoline,µg/l,0.302
Somchair,12-Jul-14,Methylosmoline,µg/l,0.275
Busarakhan,12-Jul-14,Methylosmoline,µg/l,0.3
Kannika,12-Jul-14,Methylosmoline,µg/l,0.304666666666667
Boonsri,25-Jul-14,Methylosmoline,µg/l,0.308333333333333
Kohsoom,27-Jul-14,Methylosmoline,µg/l,0.313
Kannika,08-Aug-14,Methylosmoline,µg/l,0.346333333333333
Sakda,08-Aug-14,Methylosmoline,µg/l,0.323333333333333
Somchair,11-Aug-14,Methylosmoline,µg/l,0.264
Busarakhan,11-Aug-14,Methylosmoline,µg/l,0.32
Boonsri,22-Aug-14,Methylosmoline,µg/l,0.298333333333333
Chai,23-Aug-14,Methylosmoline,µg/l,0.286666666666667
Kohsoom,31-Aug-14,Methylosmoline,µg/l,0.335
Sakda,06-Sep-14,Methylosmoline,µg/l,0.305
Kannika,07-Sep-14,Methylosmoline,µg/l,0.283666666666667
Chai,11-Sep-14,Methylosmoline,µg/l,0.302
Somchair,21-Sep-14,Methylosmoline,µg/l,0.283
Busarakhan,21-Sep-14,Methylosmoline,µg/l,0.269
Boonsri,26-Sep-14,Methylosmoline,µg/l,0.268
Kohsoom,28-Sep-14,Methylosmoline,µg/l,0.342
Kannika,12-Oct-14,Methylosmoline,µg/l,0.285333333333333
Sakda,12-Oct-14,Methylosmoline,µg/l,0.312
Chai,17-Oct-14,Methylosmoline,µg/l,0.274
Somchair,19-Oct-14,Methylosmoline,µg/l,0.296
Busarakhan,19-Oct-14,Methylosmoline,µg/l,0.293
Boonsri,24-Oct-14,Methylosmoline,µg/l,0.309333333333333
Kohsoom,26-Oct-14,Methylosmoline,µg/l,0.253
Kannika,07-Nov-14,Methylosmoline,µg/l,0.306333333333333
Sakda,07-Nov-14,Methylosmoline,µg/l,0.296666666666667
Chai,15-Nov-14,Methylosmoline,µg/l,0.301
Somchair,17-Nov-14,Methylosmoline,µg/l,0.278
Busarakhan,17-Nov-14,Methylosmoline,µg/l,0.3
Kohsoom,27-Nov-14,Methylosmoline,µg/l,0.266
Boonsri,28-Nov-14,Methylosmoline,µg/l,0.296
Boonsri,12-Dec-14,Methylosmoline,µg/l,0.299333333333333
Chai,12-Dec-14,Methylosmoline,µg/l,0.286333333333333
Kannika,12-Dec-14,Methylosmoline,µg/l,0.281666666666667
Sakda,12-Dec-14,Methylosmoline,µg/l,0.295
Somchair,15-Dec-14,Methylosmoline,µg/l,0.339
Busarakhan,15-Dec-14,Methylosmoline,µg/l,0.334
Kohsoom,19-Dec-14,Methylosmoline,µg/l,0.266
Kannika,09-Jan-15,Methylosmoline,µg/l,0.303
Sakda,09-Jan-15,Methylosmoline,µg/l,0.293333333333333
Boonsri,11-Jan-15,Methylosmoline,µg/l,0.275
Chai,11-Jan-15,Methylosmoline,µg/l,2.91333333333333
Somchair,24-Jan-15,Methylosmoline,µg/l,0.323
Busarakhan,24-Jan-15,Methylosmoline,µg/l,0.298
Boonsri,29-Jan-15,Methylosmoline,µg/l,0.304
Kohsoom,29-Jan-15,Methylosmoline,µg/l,0.331
Chai,08-Feb-15,Methylosmoline,µg/l,2.93133333333333
Kannika,13-Feb-15,Methylosmoline,µg/l,0.320666666666667
Sakda,13-Feb-15,Methylosmoline,µg/l,0.302666666666667
Somchair,14-Feb-15,Methylosmoline,µg/l,4.457
Busarakhan,14-Feb-15,Methylosmoline,µg/l,0.313
Kohsoom,26-Feb-15,Methylosmoline,µg/l,0.46
Boonsri,27-Feb-15,Methylosmoline,µg/l,0.295666666666667
Kannika,13-Mar-15,Methylosmoline,µg/l,0.331
Sakda,13-Mar-15,Methylosmoline,µg/l,0.255
Boonsri,19-Mar-15,Methylosmoline,µg/l,0.314333333333333
Chai,20-Mar-15,Methylosmoline,µg/l,2.987
Somchair,27-Mar-15,Methylosmoline,µg/l,4.541
Busarakhan,27-Mar-15,Methylosmoline,µg/l,0.311
Kohsoom,29-Mar-15,Methylosmoline,µg/l,0.574
Kannika,17-Apr-15,Methylosmoline,µg/l,0.293333333333333
Sakda,17-Apr-15,Methylosmoline,µg/l,0.315
Chai,18-Apr-15,Methylosmoline,µg/l,3.02166666666667
Boonsri,23-Apr-15,Methylosmoline,µg/l,0.315666666666667
Kohsoom,24-Apr-15,Methylosmoline,µg/l,1.547
Somchair,25-Apr-15,Methylosmoline,µg/l,4.515
Busarakhan,25-Apr-15,Methylosmoline,µg/l,0.331
Kannika,08-May-15,Methylosmoline,µg/l,0.304666666666667
Sakda,08-May-15,Methylosmoline,µg/l,0.280666666666667
Boonsri,21-May-15,Methylosmoline,µg/l,0.332666666666667
Chai,21-May-15,Methylosmoline,µg/l,3.331
Somchair,25-May-15,Methylosmoline,µg/l,4.455
Busarakhan,25-May-15,Methylosmoline,µg/l,0.272
Kohsoom,28-May-15,Methylosmoline,µg/l,0.26
Kannika,12-Jun-15,Methylosmoline,µg/l,0.327
Sakda,12-Jun-15,Methylosmoline,µg/l,0.275333333333333
Chai,14-Jun-15,Methylosmoline,µg/l,4.22366666666667
Boonsri,25-Jun-15,Methylosmoline,µg/l,0.297
Kohsoom,25-Jun-15,Methylosmoline,µg/l,7.51
Somchair,28-Jun-15,Methylosmoline,µg/l,4.451
Busarakhan,28-Jun-15,Methylosmoline,µg/l,0.341
Chai,09-Jul-15,Methylosmoline,µg/l,4.20633333333333
Kannika,11-Jul-15,Methylosmoline,µg/l,0.308666666666667
Sakda,11-Jul-15,Methylosmoline,µg/l,0.299333333333333
Boonsri,23-Jul-15,Methylosmoline,µg/l,0.29
Kohsoom,30-Jul-15,Methylosmoline,µg/l,10.058
Kannika,08-Aug-15,Methylosmoline,µg/l,0.310666666666667
Sakda,08-Aug-15,Methylosmoline,µg/l,0.310333333333333
Kohsoom,20-Aug-15,Methylosmoline,µg/l,11.334
Boonsri,21-Aug-15,Methylosmoline,µg/l,0.296
Chai,23-Aug-15,Methylosmoline,µg/l,4.21466666666667
Somchair,28-Aug-15,Methylosmoline,µg/l,4.514
Busarakhan,28-Aug-15,Methylosmoline,µg/l,0.305
Sakda,07-Sep-15,Methylosmoline,µg/l,0.324666666666667
Boonsri,09-Sep-15,Methylosmoline,µg/l,0.314333333333333
Kannika,09-Sep-15,Methylosmoline,µg/l,0.275333333333333
Kohsoom,21-Sep-15,Methylosmoline,µg/l,10.276
Somchair,24-Sep-15,Methylosmoline,µg/l,4.524
Busarakhan,24-Sep-15,Methylosmoline,µg/l,0.326
Chai,19-Oct-15,Methylosmoline,µg/l,4.18233333333333
Boonsri,22-Oct-15,Methylosmoline,µg/l,0.301
Kohsoom,29-Oct-15,Methylosmoline,µg/l,13.427
Somchair,30-Oct-15,Methylosmoline,µg/l,4.5
Busarakhan,30-Oct-15,Methylosmoline,µg/l,0.307
Boonsri,07-Nov-15,Methylosmoline,µg/l,1.783
Kohsoom,26-Nov-15,Methylosmoline,µg/l,14.952
Boonsri,13-Dec-15,Methylosmoline,µg/l,0.331
Kannika,10-Jan-16,Methylosmoline,µg/l,0.0223333333333333
Sakda,10-Jan-16,Methylosmoline,µg/l,0.031
Chai,17-Jan-16,Methylosmoline,µg/l,2.263
Somchair,24-Jan-16,Methylosmoline,µg/l,130.528
Busarakhan,24-Jan-16,Methylosmoline,µg/l,0.04
Boonsri,28-Jan-16,Methylosmoline,µg/l,0.016
Kohsoom,28-Jan-16,Methylosmoline,µg/l,45.019
Kannika,07-Feb-16,Methylosmoline,µg/l,0.034
Sakda,07-Feb-16,Methylosmoline,µg/l,0.029
Somchair,14-Feb-16,Methylosmoline,µg/l,130.512
Busarakhan,14-Feb-16,Methylosmoline,µg/l,0.022
Boonsri,18-Feb-16,Methylosmoline,µg/l,0.0176666666666667
Kohsoom,18-Feb-16,Methylosmoline,µg/l,53.161
Chai,20-Feb-16,Methylosmoline,µg/l,2.24266666666667
Kannika,12-Mar-16,Methylosmoline,µg/l,0.0253333333333333
Sakda,12-Mar-16,Methylosmoline,µg/l,0.0156666666666667
Chai,18-Mar-16,Methylosmoline,µg/l,2.282
Somchair,20-Mar-16,Methylosmoline,µg/l,130.462
Busarakhan,20-Mar-16,Methylosmoline,µg/l,0.016
Kohsoom,24-Mar-16,Methylosmoline,µg/l,54.031
Boonsri,25-Mar-16,Methylosmoline,µg/l,0.0343333333333333
Kannika,08-Apr-16,Methylosmoline,µg/l,0.038
Sakda,08-Apr-16,Methylosmoline,µg/l,0.0503333333333333
Chai,16-Apr-16,Methylosmoline,µg/l,2.26166666666667
Somchair,18-Apr-16,Methylosmoline,µg/l,130.541
Busarakhan,18-Apr-16,Methylosmoline,µg/l,0.015
Kohsoom,21-Apr-16,Methylosmoline,µg/l,55.755
Boonsri,22-Apr-16,Methylosmoline,µg/l,0.0226666666666667
Chai,09-May-16,Methylosmoline,µg/l,2.25233333333333
Kannika,14-May-16,Methylosmoline,µg/l,0.0256666666666667
Sakda,14-May-16,Methylosmoline,µg/l,0.0293333333333333
Somchair,22-May-16,Methylosmoline,µg/l,130.496
Busarakhan,22-May-16,Methylosmoline,µg/l,0.045
Somchair,13-Jun-16,Methylosmoline,µg/l,130.474
Busarakhan,13-Jun-16,Methylosmoline,µg/l,0.024
Chai,17-Jun-16,Methylosmoline,µg/l,1.29666666666667
Kannika,19-Jun-16,Methylosmoline,µg/l,0.0386666666666667
Sakda,19-Jun-16,Methylosmoline,µg/l,0.019
Boonsri,23-Jun-16,Methylosmoline,µg/l,0.143333333333333
Kohsoom,23-Jun-16,Methylosmoline,µg/l,53.031
Chai,15-Jul-16,Methylosmoline,µg/l,1.30733333333333
Kannika,18-Jul-16,Methylosmoline,µg/l,0.05
Sakda,18-Jul-16,Methylosmoline,µg/l,0.0163333333333333
Somchair,22-Jul-16,Methylosmoline,µg/l,130.522
Busarakhan,22-Jul-16,Methylosmoline,µg/l,0.004
Boonsri,24-Jul-16,Methylosmoline,µg/l,0.043
Kohsoom,28-Jul-16,Methylosmoline,µg/l,53.645
Chai,11-Aug-16,Methylosmoline,µg/l,1.29
Kannika,14-Aug-16,Methylosmoline,µg/l,0.0313333333333333
Sakda,14-Aug-16,Methylosmoline,µg/l,0.0313333333333333
Boonsri,18-Aug-16,Methylosmoline,µg/l,0.032
Kohsoom,26-Aug-16,Methylosmoline,µg/l,144.991
Somchair,28-Aug-16,Methylosmoline,µg/l,130.498
Busarakhan,28-Aug-16,Methylosmoline,µg/l,0.008
Kannika,02-Sep-16,Methylosmoline,µg/l,0.00566666666666667
Sakda,02-Sep-16,Methylosmoline,µg/l,0.028
Chai,04-Sep-16,Methylosmoline,µg/l,1.29533333333333
Boonsri,25-Sep-16,Methylosmoline,µg/l,0.051
Kohsoom,29-Sep-16,Methylosmoline,µg/l,53.024
Somchair,30-Sep-16,Methylosmoline,µg/l,130.475
Busarakhan,30-Sep-16,Methylosmoline,µg/l,0.063
Chai,13-Oct-16,Methylosmoline,µg/l,1.30166666666667
Kannika,15-Oct-16,Methylosmoline,µg/l,0.0266666666666667
Sakda,15-Oct-16,Methylosmoline,µg/l,0.0263333333333333
Kohsoom,20-Oct-16,Methylosmoline,µg/l,51.479
Boonsri,21-Oct-16,Methylosmoline,µg/l,0.0163333333333333
Somchair,29-Oct-16,Methylosmoline,µg/l,130.461
Busarakhan,29-Oct-16,Methylosmoline,µg/l,0.024
Kannika,09-Nov-16,Methylosmoline,µg/l,0.025
Sakda,10-Nov-16,Methylosmoline,µg/l,0.036
Chai,13-Nov-16,Methylosmoline,µg/l,1.284
Boonsri,18-Nov-16,Methylosmoline,µg/l,0.0166666666666667
Kohsoom,24-Nov-16,Methylosmoline,µg/l,43.173
Somchair,27-Nov-16,Methylosmoline,µg/l,130.465
Busarakhan,27-Nov-16,Methylosmoline,µg/l,0.013
Somchair,09-Dec-16,Methylosmoline,µg/l,130.466
Busarakhan,09-Dec-16,Methylosmoline,µg/l,0.049
Kohsoom,15-Dec-16,Methylosmoline,µg/l,33.001
Boonsri,13-May-05,Metolachlor,µg/l,0.0446666666666667
Kannika,13-May-05,Metolachlor,µg/l,0.0593333333333333
Sakda,13-May-05,Metolachlor,µg/l,0.0813333333333333
Chai,16-May-05,Metolachlor,µg/l,0.0236666666666667
Chai,23-May-05,Metolachlor,µg/l,0.0666666666666667
Boonsri,27-May-05,Metolachlor,µg/l,0.0403333333333333
Kohsoom,28-May-05,Metolachlor,µg/l,0.082
Somchair,29-May-05,Metolachlor,µg/l,0.09
Busarakhan,29-May-05,Metolachlor,µg/l,0.098
Boonsri,10-Jun-05,Metolachlor,µg/l,0.0493333333333333
Kannika,12-Jun-05,Metolachlor,µg/l,0.021
Sakda,12-Jun-05,Metolachlor,µg/l,0.025
Chai,13-Jun-05,Metolachlor,µg/l,0.0253333333333333
Chai,20-Jun-05,Metolachlor,µg/l,0.01
Somchair,21-Jun-05,Metolachlor,µg/l,0
Busarakhan,21-Jun-05,Metolachlor,µg/l,0.012
Boonsri,8-Jul-05,Metolachlor,µg/l,0.035
Kannika,8-Jul-05,Metolachlor,µg/l,0.035
Sakda,8-Jul-05,Metolachlor,µg/l,0.0183333333333333
Boonsri,22-Jul-05,Metolachlor,µg/l,0.018
Chai,23-Jul-05,Metolachlor,µg/l,0.016
Somchair,24-Jul-05,Metolachlor,µg/l,0.012
Busarakhan,24-Jul-05,Metolachlor,µg/l,0.009
Kohsoom,29-Jul-05,Metolachlor,µg/l,0
Chai,31-Jul-05,Metolachlor,µg/l,0.058
Boonsri,12-Aug-05,Metolachlor,µg/l,0
Kannika,12-Aug-05,Metolachlor,µg/l,0.0343333333333333
Sakda,12-Aug-05,Metolachlor,µg/l,0
Chai,18-Aug-05,Metolachlor,µg/l,0.00633333333333333
Kohsoom,24-Aug-05,Metolachlor,µg/l,0
Chai,25-Aug-05,Metolachlor,µg/l,0.0143333333333333
Boonsri,26-Aug-05,Metolachlor,µg/l,0
Somchair,26-Aug-05,Metolachlor,µg/l,0.012
Busarakhan,26-Aug-05,Metolachlor,µg/l,0.133
Boonsri,9-Sep-05,Metolachlor,µg/l,0.048
Kannika,9-Sep-05,Metolachlor,µg/l,0.105
Sakda,9-Sep-05,Metolachlor,µg/l,0.00933333333333333
Chai,22-Sep-05,Metolachlor,µg/l,0.0376666666666667
Boonsri,23-Sep-05,Metolachlor,µg/l,0.0826666666666667
Somchair,24-Sep-05,Metolachlor,µg/l,0
Busarakhan,24-Sep-05,Metolachlor,µg/l,0
Kohsoom,25-Sep-05,Metolachlor,µg/l,0.086
Chai,29-Sep-05,Metolachlor,µg/l,0
Kannika,13-Jan-06,Metolachlor,µg/l,0.0295
Sakda,13-Jan-06,Metolachlor,µg/l,0.023
Chai,19-Jan-06,Metolachlor,µg/l,0.0373333333333333
Boonsri,27-Jan-06,Metolachlor,µg/l,0.071
Chai,28-Jan-06,Metolachlor,µg/l,0.0676666666666667
Busarakhan,28-Jan-06,Metolachlor,µg/l,0.044
Somchair,29-Jan-06,Metolachlor,µg/l,0.059
Boonsri,10-Feb-06,Metolachlor,µg/l,0.013
Kannika,10-Feb-06,Metolachlor,µg/l,0.06
Sakda,10-Feb-06,Metolachlor,µg/l,0.056
Chai,24-Feb-06,Metolachlor,µg/l,0.0303333333333333
Busarakhan,25-Feb-06,Metolachlor,µg/l,0.029
Kohsoom,26-Feb-06,Metolachlor,µg/l,0.077
Chai,28-Feb-06,Metolachlor,µg/l,0.021
Boonsri,9-Mar-06,Metolachlor,µg/l,0.029
Kannika,9-Mar-06,Metolachlor,µg/l,0.0493333333333333
Chai,17-Mar-06,Metolachlor,µg/l,0.0416666666666667
Boonsri,23-Mar-06,Metolachlor,µg/l,0.021
Somchair,23-Mar-06,Metolachlor,µg/l,0.389
Busarakhan,23-Mar-06,Metolachlor,µg/l,0.038
Kohsoom,25-Mar-06,Metolachlor,µg/l,0.051
Chai,29-Mar-06,Metolachlor,µg/l,0.032
Boonsri,6-Apr-06,Metolachlor,µg/l,0.0195
Kannika,15-Apr-06,Metolachlor,µg/l,0.0716666666666667
Sakda,15-Apr-06,Metolachlor,µg/l,0.051
Chai,23-Apr-06,Metolachlor,µg/l,0.0715
Boonsri,27-Apr-06,Metolachlor,µg/l,0.023
Somchair,27-Apr-06,Metolachlor,µg/l,0.044
Kohsoom,29-Apr-06,Metolachlor,µg/l,0.03
Chai,30-Apr-06,Metolachlor,µg/l,0.06
Boonsri,3-May-06,Metolachlor,µg/l,0.103666666666667
Kannika,11-May-06,Metolachlor,µg/l,0.0175
Sakda,11-May-06,Metolachlor,µg/l,0.014
Boonsri,25-May-06,Metolachlor,µg/l,0.106333333333333
Kohsoom,27-May-06,Metolachlor,µg/l,0.033
Somchair,31-May-06,Metolachlor,µg/l,0.247
Chai,1-Jun-06,Metolachlor,µg/l,0.0626666666666667
Boonsri,8-Jun-06,Metolachlor,µg/l,0.041
Sakda,8-Jun-06,Metolachlor,µg/l,0.111
Chai,18-Jun-06,Metolachlor,µg/l,0.0796666666666667
Boonsri,22-Jun-06,Metolachlor,µg/l,0.0123333333333333
Somchair,25-Jun-06,Metolachlor,µg/l,0.033
Busarakhan,25-Jun-06,Metolachlor,µg/l,0.033
Kohsoom,26-Jun-06,Metolachlor,µg/l,0.049
Kannika,26-Jun-06,Metolachlor,µg/l,0.0556666666666667
Chai,9-Jul-06,Metolachlor,µg/l,0.0356666666666667
Kannika,11-Jul-06,Metolachlor,µg/l,0.049
Boonsri,13-Jul-06,Metolachlor,µg/l,0.099
Sakda,13-Jul-06,Metolachlor,µg/l,0.0533333333333333
Chai,15-Jul-06,Metolachlor,µg/l,0.0883333333333333
Somchair,16-Jul-06,Metolachlor,µg/l,0.051
Busarakhan,16-Jul-06,Metolachlor,µg/l,0.062
Boonsri,27-Jul-06,Metolachlor,µg/l,0.119333333333333
Kohsoom,29-Jul-06,Metolachlor,µg/l,0.055
Boonsri,10-Aug-06,Metolachlor,µg/l,0.208
Kannika,10-Aug-06,Metolachlor,µg/l,0.0636666666666667
Sakda,10-Aug-06,Metolachlor,µg/l,0.124
Somchair,13-Aug-06,Metolachlor,µg/l,0.021
Busarakhan,13-Aug-06,Metolachlor,µg/l,0.095
Chai,18-Aug-06,Metolachlor,µg/l,0.025
Boonsri,24-Aug-06,Metolachlor,µg/l,0.310333333333333
Kohsoom,26-Aug-06,Metolachlor,µg/l,0.025
Chai,27-Aug-06,Metolachlor,µg/l,0.0183333333333333
Chai,2-Sep-06,Metolachlor,µg/l,0.047
Sakda,7-Sep-06,Metolachlor,µg/l,0.0736666666666667
Kannika,14-Sep-06,Metolachlor,µg/l,0.125
Boonsri,21-Sep-06,Metolachlor,µg/l,0.120333333333333
Somchair,22-Sep-06,Metolachlor,µg/l,0.081
Busarakhan,22-Sep-06,Metolachlor,µg/l,0.026
Kohsoom,23-Sep-06,Metolachlor,µg/l,0.285
Chai,29-Sep-06,Metolachlor,µg/l,0.0293333333333333
Somchair,6-Oct-06,Metolachlor,µg/l,0.063
Busarakhan,6-Oct-06,Metolachlor,µg/l,0.099
Chai,8-Oct-06,Metolachlor,µg/l,0.0286666666666667
Boonsri,12-Oct-06,Metolachlor,µg/l,0.01
Kannika,12-Oct-06,Metolachlor,µg/l,0.0913333333333333
Sakda,12-Oct-06,Metolachlor,µg/l,0.0633333333333333
Boonsri,26-Oct-06,Metolachlor,µg/l,0.0573333333333333
Kohsoom,28-Oct-06,Metolachlor,µg/l,0.116
Boonsri,9-Nov-06,Metolachlor,µg/l,0.130333333333333
Kannika,9-Nov-06,Metolachlor,µg/l,0.031
Sakda,9-Nov-06,Metolachlor,µg/l,0.0303333333333333
Chai,15-Nov-06,Metolachlor,µg/l,0.0256666666666667
Somchair,22-Nov-06,Metolachlor,µg/l,0.021
Busarakhan,22-Nov-06,Metolachlor,µg/l,0.015
Boonsri,23-Nov-06,Metolachlor,µg/l,0.132
Kohsoom,25-Nov-06,Metolachlor,µg/l,0.129
Chai,25-Nov-06,Metolachlor,µg/l,0.04
Kannika,7-Dec-06,Metolachlor,µg/l,0.0253333333333333
Sakda,7-Dec-06,Metolachlor,µg/l,0.0296666666666667
Chai,10-Dec-06,Metolachlor,µg/l,0.031
Somchair,13-Dec-06,Metolachlor,µg/l,0.035
Busarakhan,13-Dec-06,Metolachlor,µg/l,0.043
Chai,20-Dec-06,Metolachlor,µg/l,0.131
Boonsri,21-Dec-06,Metolachlor,µg/l,0.042
Kohsoom,23-Dec-06,Metolachlor,µg/l,0.034
Boonsri,11-Jan-07,Metolachlor,µg/l,0.00933333333333333
Kannika,11-Jan-07,Metolachlor,µg/l,0.036
Sakda,11-Jan-07,Metolachlor,µg/l,0.0253333333333333
Chai,18-Jan-07,Metolachlor,µg/l,0.0396666666666667
Somchair,24-Jan-07,Metolachlor,µg/l,0.027
Busarakhan,24-Jan-07,Metolachlor,µg/l,0.02
Boonsri,25-Jan-07,Metolachlor,µg/l,0.038
Kohsoom,27-Jan-07,Metolachlor,µg/l,0.005
Chai,27-Jan-07,Metolachlor,µg/l,0.0183333333333333
Kannika,8-Feb-07,Metolachlor,µg/l,0.055
Sakda,15-Feb-07,Metolachlor,µg/l,0.0753333333333333
Chai,16-Feb-07,Metolachlor,µg/l,0.0653333333333333
Boonsri,22-Feb-07,Metolachlor,µg/l,0.0296666666666667
Somchair,22-Feb-07,Metolachlor,µg/l,0.022
Busarakhan,22-Feb-07,Metolachlor,µg/l,0.011
Kohsoom,24-Feb-07,Metolachlor,µg/l,0.055
Boonsri,9-Mar-07,Metolachlor,µg/l,0.0346666666666667
Kannika,15-Mar-07,Metolachlor,µg/l,0.00866666666666667
Sakda,15-Mar-07,Metolachlor,µg/l,0.0126666666666667
Boonsri,22-Mar-07,Metolachlor,µg/l,0.0656666666666667
Chai,23-Mar-07,Metolachlor,µg/l,0.0113333333333333
Kohsoom,24-Mar-07,Metolachlor,µg/l,0.054
Somchair,28-Mar-07,Metolachlor,µg/l,0.005
Busarakhan,28-Mar-07,Metolachlor,µg/l,0.005
Chai,31-Mar-07,Metolachlor,µg/l,0.0303333333333333
Boonsri,6-Apr-07,Metolachlor,µg/l,0.0193333333333333
Chai,12-Apr-07,Metolachlor,µg/l,0.016
Kannika,12-Apr-07,Metolachlor,µg/l,0.015
Sakda,12-Apr-07,Metolachlor,µg/l,0.0306666666666667
Boonsri,19-Apr-07,Metolachlor,µg/l,0.039
Kohsoom,20-Apr-07,Metolachlor,µg/l,0.012
Somchair,20-Apr-07,Metolachlor,µg/l,0.017
Busarakhan,20-Apr-07,Metolachlor,µg/l,0.013
Chai,25-Apr-07,Metolachlor,µg/l,0.0146666666666667
Boonsri,10-May-07,Metolachlor,µg/l,0.038
Kannika,10-May-07,Metolachlor,µg/l,0.0426666666666667
Sakda,10-May-07,Metolachlor,µg/l,0.0283333333333333
Boonsri,24-May-07,Metolachlor,µg/l,0.0126666666666667
Kohsoom,26-May-07,Metolachlor,µg/l,0.012
Somchair,26-May-07,Metolachlor,µg/l,0.012
Busarakhan,26-May-07,Metolachlor,µg/l,0.026
Chai,31-May-07,Metolachlor,µg/l,0.011
Boonsri,7-Jun-07,Metolachlor,µg/l,0.01
Sakda,7-Jun-07,Metolachlor,µg/l,0.005
Kannika,9-Jun-07,Metolachlor,µg/l,0.00566666666666667
Boonsri,21-Jun-07,Metolachlor,µg/l,0.0166666666666667
Chai,21-Jun-07,Metolachlor,µg/l,0.0223333333333333
Kohsoom,23-Jun-07,Metolachlor,µg/l,0.005
Somchair,23-Jun-07,Metolachlor,µg/l,0.008
Busarakhan,23-Jun-07,Metolachlor,µg/l,0.005
Boonsri,5-Jul-07,Metolachlor,µg/l,0.005
Chai,7-Jul-07,Metolachlor,µg/l,0.005
Kannika,7-Jul-07,Metolachlor,µg/l,0.007
Sakda,7-Jul-07,Metolachlor,µg/l,0.00733333333333333
Boonsri,19-Jul-07,Metolachlor,µg/l,0.005
Chai,19-Jul-07,Metolachlor,µg/l,0.0136666666666667
Kohsoom,21-Jul-07,Metolachlor,µg/l,0.005
Somchair,25-Jul-07,Metolachlor,µg/l,0.04
Busarakhan,25-Jul-07,Metolachlor,µg/l,0.006
Chai,4-Aug-07,Metolachlor,µg/l,0.005
Kannika,11-Aug-07,Metolachlor,µg/l,0.005
Sakda,11-Aug-07,Metolachlor,µg/l,0.005
Boonsri,23-Aug-07,Metolachlor,µg/l,0.005
Kohsoom,25-Aug-07,Metolachlor,µg/l,0.005
Somchair,25-Aug-07,Metolachlor,µg/l,0.007
Busarakhan,25-Aug-07,Metolachlor,µg/l,0.005
Chai,29-Aug-07,Metolachlor,µg/l,0.005
Sakda,6-Sep-07,Metolachlor,µg/l,0.005
Chai,12-Sep-07,Metolachlor,µg/l,0.005
Boonsri,20-Sep-07,Metolachlor,µg/l,0.005
Chai,21-Sep-07,Metolachlor,µg/l,0.005
Kohsoom,23-Sep-07,Metolachlor,µg/l,0.005
Somchair,29-Sep-07,Metolachlor,µg/l,0.005
Busarakhan,29-Sep-07,Metolachlor,µg/l,0.005
Kannika,30-Sep-07,Metolachlor,µg/l,0.005
Chai,7-Oct-07,Metolachlor,µg/l,0.005
Kannika,13-Oct-07,Metolachlor,µg/l,0.005
Sakda,13-Oct-07,Metolachlor,µg/l,0.00533333333333333
Boonsri,25-Oct-07,Metolachlor,µg/l,0.005
Somchair,26-Oct-07,Metolachlor,µg/l,0.005
Busarakhan,26-Oct-07,Metolachlor,µg/l,0.005
Kohsoom,27-Oct-07,Metolachlor,µg/l,0.005
Chai,28-Oct-07,Metolachlor,µg/l,0.005
Sakda,10-Nov-07,Metolachlor,µg/l,0.005
Kannika,21-Nov-07,Metolachlor,µg/l,0.005
Boonsri,22-Nov-07,Metolachlor,µg/l,0.005
Chai,23-Nov-07,Metolachlor,µg/l,0.005
Kohsoom,24-Nov-07,Metolachlor,µg/l,0.006
Somchair,28-Nov-07,Metolachlor,µg/l,0.005
Busarakhan,28-Nov-07,Metolachlor,µg/l,0.005
Chai,30-Nov-07,Metolachlor,µg/l,0.005
Sakda,8-Dec-07,Metolachlor,µg/l,0.005
Kannika,13-Dec-07,Metolachlor,µg/l,0.005
Boonsri,20-Dec-07,Metolachlor,µg/l,0.00866666666666667
Chai,20-Dec-07,Metolachlor,µg/l,0.005
Kohsoom,22-Dec-07,Metolachlor,µg/l,0.005
Somchair,22-Dec-07,Metolachlor,µg/l,0.005
Busarakhan,22-Dec-07,Metolachlor,µg/l,0.005
Chai,28-Dec-07,Metolachlor,µg/l,0.005
Boonsri,24-Jan-08,Naphthalene,mg/l,0.01
Boonsri,21-Feb-08,Naphthalene,mg/l,0.01
Kohsoom,23-Feb-08,Naphthalene,mg/l,0.01
Boonsri,21-Mar-08,Naphthalene,mg/l,0.01
Kohsoom,23-Mar-08,Naphthalene,mg/l,0.01
Kohsoom,26-May-08,Naphthalene,mg/l,0.01
Boonsri,20-Jun-08,Naphthalene,mg/l,0.01
Kohsoom,29-Jun-08,Naphthalene,mg/l,0.01
Boonsri,11-Jul-08,Naphthalene,mg/l,0.0264066666666667
Boonsri,25-Jul-08,Naphthalene,mg/l,0.0101533333333333
Kohsoom,27-Jul-08,Naphthalene,mg/l,0.01
Boonsri,22-Aug-08,Naphthalene,mg/l,0.01
Boonsri,26-Sep-08,Naphthalene,mg/l,0.01
Kohsoom,28-Sep-08,Naphthalene,mg/l,0.01
Boonsri,24-Oct-08,Naphthalene,mg/l,0.01
Kohsoom,26-Oct-08,Naphthalene,mg/l,0.01
Kohsoom,27-Nov-08,Naphthalene,mg/l,0.01
Boonsri,28-Nov-08,Naphthalene,mg/l,0.01
Boonsri,29-Jan-09,Naphthalene,mg/l,0.01
Boonsri,27-Feb-09,Naphthalene,mg/l,0.01
Boonsri,19-Mar-09,Naphthalene,mg/l,0.01
Kohsoom,19-Mar-09,Naphthalene,mg/l,0.01
